245.747, 129.669, 8.271, 12.900 False
245.334, 129.655, 8.272, 12.950 False
244.920, 129.643, 8.272, 13.000 False
244.507, 129.630, 8.273, 13.050 False
244.093, 129.618, 8.273, 13.100 False
243.680, 129.606, 8.273, 13.150 False
243.266, 129.595, 8.274, 13.200 False
242.853, 129.583, 8.274, 13.250 False
242.439, 129.572, 8.274, 13.300 False
242.026, 129.561, 8.275, 13.350 False
241.612, 129.552, 8.275, 13.400 False
241.198, 129.541, 8.275, 13.450 False
240.785, 129.532, 8.276, 13.500 False
240.371, 129.522, 8.276, 13.550 False
239.957, 129.514, 8.276, 13.600 False
239.543, 129.505, 8.277, 13.650 False
239.130, 129.496, 8.277, 13.700 False
238.716, 129.488, 8.277, 13.750 False
238.302, 129.480, 8.278, 13.800 False
237.888, 129.473, 8.278, 13.850 False
237.474, 129.466, 8.278, 13.900 False
237.061, 129.458, 8.279, 13.950 False
236.647, 129.452, 8.279, 14.000 False
236.233, 129.445, 8.279, 14.050 False
235.819, 129.439, 8.280, 14.100 False
235.405, 129.433, 8.280, 14.150 False
234.991, 129.428, 8.280, 14.200 False
234.577, 129.422, 8.281, 14.250 False
234.163, 129.417, 8.281, 14.300 False
233.749, 129.412, 8.281, 14.350 False
233.335, 129.407, 8.281, 14.400 False
232.921, 129.403, 8.282, 14.450 False
232.507, 129.399, 8.282, 14.500 False
232.093, 129.395, 8.282, 14.550 False
231.679, 129.391, 8.283, 14.600 False
231.264, 129.387, 8.283, 14.650 False
230.850, 129.384, 8.283, 14.700 False
230.436, 129.381, 8.284, 14.750 False
230.022, 129.378, 8.284, 14.800 False
229.608, 129.375, 8.284, 14.850 False
229.194, 129.373, 8.284, 14.900 False
228.779, 129.371, 8.285, 14.950 False
228.365, 129.369, 8.285, 15.000 False
227.951, 129.367, 8.285, 15.050 False
227.537, 129.365, 8.285, 15.100 False
227.122, 129.363, 8.286, 15.150 False
226.708, 129.362, 8.286, 15.200 False
226.294, 129.361, 8.286, 15.250 False
225.879, 129.360, 8.287, 15.300 False
225.465, 129.359, 8.287, 15.350 False
225.051, 129.358, 8.287, 15.400 False
224.636, 129.357, 8.287, 15.450 False
224.222, 129.357, 8.288, 15.500 False
223.807, 129.357, 8.288, 15.550 False
223.393, 129.357, 8.288, 15.600 False
222.979, 129.356, 8.288, 15.650 False
222.564, 129.357, 8.289, 15.700 False
222.150, 129.357, 8.289, 15.750 False
221.735, 129.357, 8.289, 15.800 False
221.321, 129.357, 8.290, 15.850 False
220.906, 129.358, 8.290, 15.900 False
220.492, 129.358, 8.290, 15.950 False
220.077, 129.359, 8.290, 16.000 False
219.663, 129.360, 8.291, 16.050 False
219.248, 129.361, 8.291, 16.100 False
218.834, 129.362, 8.291, 16.150 False
218.419, 129.363, 8.291, 16.200 False
218.005, 129.364, 8.291, 16.250 False
217.590, 129.365, 8.292, 16.300 False
217.175, 129.366, 8.292, 16.350 False
216.761, 129.367, 8.292, 16.400 False
216.346, 129.369, 8.292, 16.450 False
215.932, 129.370, 8.293, 16.500 False
215.517, 129.372, 8.293, 16.550 False
215.102, 129.373, 8.293, 16.600 False
214.688, 129.375, 8.293, 16.650 False
214.273, 129.376, 8.294, 16.700 False
213.858, 129.378, 8.294, 16.750 False
213.444, 129.380, 8.294, 16.800 False
213.029, 129.382, 8.294, 16.850 False
212.614, 129.383, 8.295, 16.900 False
212.199, 129.385, 8.295, 16.950 False
211.785, 129.387, 8.295, 17.000 False
211.370, 129.389, 8.295, 17.050 False
210.955, 129.391, 8.295, 17.100 False
210.540, 129.393, 8.296, 17.150 False
210.126, 129.395, 8.296, 17.200 False
209.711, 129.397, 8.296, 17.250 False
209.296, 129.399, 8.296, 17.300 False
208.881, 129.401, 8.296, 17.350 False
208.466, 129.403, 8.297, 17.400 False
208.052, 129.405, 8.297, 17.450 False
207.637, 129.407, 8.297, 17.500 False
207.222, 129.409, 8.297, 17.550 False
206.807, 129.411, 8.298, 17.600 False
206.392, 129.413, 8.298, 17.650 False
205.977, 129.415, 8.298, 17.700 False
205.562, 129.417, 8.298, 17.750 False
205.147, 129.419, 8.298, 17.800 False
204.732, 129.421, 8.299, 17.850 False
204.318, 129.423, 8.299, 17.900 False
203.903, 129.425, 8.299, 17.950 False
203.488, 129.427, 8.299, 18.000 False
203.073, 129.429, 8.299, 18.050 False
202.658, 129.431, 8.300, 18.100 False
202.243, 129.433, 8.300, 18.150 False
201.828, 129.435, 8.300, 18.200 False
201.413, 129.437, 8.300, 18.250 False
200.998, 129.439, 8.300, 18.300 False
200.583, 129.441, 8.300, 18.350 False
200.168, 129.442, 8.301, 18.400 False
199.753, 129.444, 8.301, 18.450 False
199.338, 129.446, 8.301, 18.500 False
198.923, 129.448, 8.301, 18.550 False
198.508, 129.450, 8.301, 18.600 False
198.092, 129.451, 8.302, 18.650 False
197.677, 129.453, 8.302, 18.700 False
197.262, 129.455, 8.302, 18.750 False
196.847, 129.457, 8.302, 18.800 False
196.432, 129.458, 8.302, 18.850 False
196.017, 129.460, 8.303, 18.900 False
195.602, 129.461, 8.303, 18.950 False
195.187, 129.463, 8.303, 19.000 False
194.772, 129.464, 8.303, 19.050 False
194.356, 129.466, 8.303, 19.100 False
193.941, 129.467, 8.303, 19.150 False
193.526, 129.469, 8.304, 19.200 False
193.111, 129.470, 8.304, 19.250 False
192.696, 129.472, 8.304, 19.300 False
192.280, 129.473, 8.304, 19.350 False
191.865, 129.474, 8.304, 19.400 False
191.450, 129.476, 8.304, 19.450 False
191.035, 129.477, 8.305, 19.500 False
190.620, 129.478, 8.305, 19.550 False
190.204, 129.479, 8.305, 19.600 False
189.789, 129.481, 8.305, 19.650 False
189.374, 129.482, 8.305, 19.700 False
188.959, 129.483, 8.305, 19.750 False
188.543, 129.484, 8.306, 19.800 False
188.128, 129.485, 8.306, 19.850 False
187.713, 129.486, 8.306, 19.900 False
187.297, 129.487, 8.306, 19.950 False
186.882, 129.488, 8.306, 20.000 False
186.467, 129.489, 8.306, 20.050 False
186.052, 129.490, 8.306, 20.100 False
185.636, 129.491, 8.307, 20.150 False
185.221, 129.491, 8.307, 20.200 False
184.806, 129.492, 8.307, 20.250 False
184.390, 129.493, 8.307, 20.300 False
183.975, 129.494, 8.307, 20.350 False
183.559, 129.494, 8.307, 20.400 False
183.144, 129.495, 8.308, 20.450 False
182.729, 129.496, 8.308, 20.500 False
182.313, 129.497, 8.308, 20.550 False
181.898, 129.497, 8.308, 20.600 False
181.483, 129.498, 8.308, 20.650 False
181.067, 129.498, 8.308, 20.700 False
180.652, 129.499, 8.308, 20.750 False
180.236, 129.499, 8.309, 20.800 False
179.821, 129.500, 8.309, 20.850 False
179.405, 129.500, 8.309, 20.900 False
178.990, 129.501, 8.309, 20.950 False
178.575, 129.501, 8.309, 21.000 False
178.159, 129.502, 8.309, 21.050 False
177.744, 129.502, 8.300, 21.100 False
177.330, 129.502, 8.266, 21.150 False
176.919, 129.503, 8.203, 21.200 False
176.514, 129.503, 8.074, 21.250 False
176.117, 129.503, 7.893, 21.300 False
175.731, 129.504, 7.672, 21.350 False
175.357, 129.504, 7.422, 21.400 False
174.997, 129.504, 7.152, 21.450 False
174.650, 129.504, 6.867, 21.500 False
174.318, 129.505, 6.572, 21.550 False
174.001, 129.505, 6.277, 21.600 False
173.697, 129.505, 5.990, 21.650 False
173.407, 129.505, 5.724, 21.700 False
173.129, 129.505, 5.495, 21.750 False
172.861, 129.505, 5.312, 21.800 False
172.599, 129.505, 5.187, 21.850 False
172.341, 129.505, 5.123, 21.900 False
172.084, 129.505, 5.100, 21.950 False
171.828, 129.505, 5.078, 22.000 False
171.573, 129.506, 5.081, 22.050 False
171.316, 129.506, 5.112, 22.100 False
171.058, 129.507, 5.169, 22.150 False
170.795, 129.507, 5.250, 22.200 False
170.528, 129.508, 5.347, 22.250 False
170.256, 129.508, 5.453, 22.300 False
169.979, 129.509, 5.559, 22.350 False
169.696, 129.509, 5.655, 22.400 False
169.410, 129.510, 5.731, 22.450 False
169.122, 129.511, 5.786, 22.500 False
168.831, 129.512, 5.816, 22.550 False
168.540, 129.512, 5.826, 22.600 False
168.250, 129.513, 5.815, 22.650 False
167.960, 129.514, 5.788, 22.700 False
167.673, 129.515, 5.748, 22.750 False
167.388, 129.516, 5.699, 22.800 False
167.105, 129.517, 5.647, 22.850 False
166.825, 129.517, 5.596, 22.900 False
166.547, 129.519, 5.551, 22.950 False
166.271, 129.519, 5.517, 23.000 False
165.996, 129.521, 5.495, 23.050 False
165.721, 129.521, 5.487, 23.100 False
165.447, 129.523, 5.493, 23.150 False
165.171, 129.523, 5.511, 23.200 False
164.894, 129.525, 5.540, 23.250 False
164.616, 129.526, 5.577, 23.300 False
164.335, 129.527, 5.617, 23.350 False
164.053, 129.528, 5.658, 23.400 False
163.768, 129.529, 5.695, 23.450 False
163.482, 129.530, 5.726, 23.500 False
163.195, 129.532, 5.747, 23.550 False
162.907, 129.533, 5.758, 23.600 False
162.620, 129.534, 5.756, 23.650 False
162.332, 129.535, 5.743, 23.700 False
162.046, 129.537, 5.718, 23.750 False
161.762, 129.538, 5.684, 23.800 False
161.480, 129.539, 5.642, 23.850 False
161.199, 129.540, 5.597, 23.900 False
160.921, 129.542, 5.552, 23.950 False
160.645, 129.543, 5.511, 24.000 False
160.371, 129.545, 5.478, 24.050 False
160.098, 129.546, 5.457, 24.100 False
159.825, 129.547, 5.449, 24.150 False
159.553, 129.548, 5.456, 24.200 False
159.279, 129.550, 5.477, 24.250 False
159.004, 129.551, 5.510, 24.300 False
158.726, 129.553, 5.554, 24.350 False
158.446, 129.554, 5.603, 24.400 False
158.164, 129.555, 5.655, 24.450 False
157.879, 129.557, 5.704, 24.500 False
157.592, 129.558, 5.747, 24.550 False
157.304, 129.559, 5.780, 24.600 False
157.014, 129.561, 5.801, 24.650 False
156.724, 129.562, 5.810, 24.700 False
156.434, 129.564, 5.805, 24.750 False
156.144, 129.565, 5.787, 24.800 False
155.856, 129.567, 5.757, 24.850 False
155.570, 129.568, 5.718, 24.900 False
155.286, 129.569, 5.671, 24.950 False
155.005, 129.570, 5.620, 25.000 False
154.726, 129.572, 5.570, 25.050 False
154.449, 129.573, 5.525, 25.100 False
154.174, 129.575, 5.489, 25.150 False
153.901, 129.576, 5.464, 25.200 False
153.628, 129.577, 5.454, 25.250 False
153.355, 129.578, 5.458, 25.300 False
153.081, 129.580, 5.477, 25.350 False
152.806, 129.581, 5.510, 25.400 False
152.529, 129.582, 5.552, 25.450 False
152.249, 129.583, 5.602, 25.500 False
151.967, 129.585, 5.654, 25.550 False
151.682, 129.586, 5.704, 25.600 False
151.395, 129.588, 5.748, 25.650 False
151.106, 129.589, 5.783, 25.700 False
150.816, 129.590, 5.806, 25.750 False
150.525, 129.591, 5.816, 25.800 False
150.235, 129.593, 5.812, 25.850 False
149.945, 129.594, 5.796, 25.900 False
149.657, 129.595, 5.767, 25.950 False
149.370, 129.596, 5.729, 26.000 False
149.086, 129.598, 5.682, 26.050 False
148.804, 129.598, 5.632, 26.100 False
148.524, 129.600, 5.582, 26.150 False
148.247, 129.601, 5.537, 26.200 False
147.971, 129.602, 5.501, 26.250 False
147.697, 129.603, 5.476, 26.300 False
147.424, 129.604, 5.466, 26.350 False
147.150, 129.605, 5.470, 26.400 False
146.876, 129.606, 5.489, 26.450 False
146.600, 129.607, 5.521, 26.500 False
146.322, 129.608, 5.563, 26.550 False
146.042, 129.609, 5.613, 26.600 False
145.759, 129.611, 5.664, 26.650 False
145.474, 129.611, 5.714, 26.700 False
145.186, 129.613, 5.758, 26.750 False
144.897, 129.613, 5.792, 26.800 False
144.606, 129.615, 5.815, 26.850 False
144.315, 129.615, 5.825, 26.900 False
144.024, 129.617, 5.821, 26.950 False
143.734, 129.617, 5.804, 27.000 False
143.445, 129.618, 5.775, 27.050 False
143.158, 129.619, 5.737, 27.100 False
142.873, 129.620, 5.690, 27.150 False
142.591, 129.621, 5.640, 27.200 False
142.311, 129.622, 5.590, 27.250 False
142.033, 129.622, 5.545, 27.300 False
141.758, 129.624, 5.509, 27.350 False
141.483, 129.624, 5.484, 27.400 False
141.209, 129.625, 5.474, 27.450 False
140.935, 129.626, 5.479, 27.500 False
140.660, 129.627, 5.498, 27.550 False
140.384, 129.627, 5.530, 27.600 False
140.106, 129.628, 5.572, 27.650 False
139.825, 129.629, 5.622, 27.700 False
139.542, 129.630, 5.673, 27.750 False
139.256, 129.630, 5.723, 27.800 False
138.968, 129.631, 5.767, 27.850 False
138.678, 129.631, 5.801, 27.900 False
138.388, 129.632, 5.823, 27.950 False
138.096, 129.633, 5.833, 28.000 False
137.805, 129.634, 5.829, 28.050 False
137.514, 129.634, 5.812, 28.100 False
137.225, 129.635, 5.783, 28.150 False
136.937, 129.635, 5.744, 28.200 False
136.652, 129.636, 5.697, 28.250 False
136.370, 129.636, 5.646, 28.300 False
136.089, 129.637, 5.596, 28.350 False
135.811, 129.637, 5.551, 28.400 False
135.535, 129.638, 5.515, 28.450 False
135.260, 129.638, 5.491, 28.500 False
134.986, 129.639, 5.481, 28.550 False
134.712, 129.639, 5.485, 28.600 False
134.437, 129.640, 5.504, 28.650 False
134.160, 129.640, 5.534, 28.700 False
133.882, 129.641, 5.565, 28.750 False
133.602, 129.641, 5.592, 28.800 False
133.323, 129.641, 5.588, 28.850 False
133.045, 129.641, 5.549, 28.900 False
132.770, 129.642, 5.467, 28.950 False
132.502, 129.642, 5.350, 29.000 False
132.240, 129.643, 5.203, 29.050 False
131.987, 129.643, 5.031, 29.100 False
131.743, 129.643, 4.821, 29.150 False
